ID,Gender,Race,Ethnicity,Age
183882,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),45.0
183992,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),47.0
184122,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),46.0
184123,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),24.0
184306,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),58.0
184448,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.0
184737,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),26.5
184832,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),66.85714285714286
184846,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.0
185048,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.875
185069,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),41.666666666666664
185474,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),40.0
185494,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),63.0
185515,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),44.666666666666664
185850,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),54.0
186532,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),59.0
186593,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),48.166666666666664
186698,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),47.0
187262,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),37.0
187276,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),51.75
187840,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),43.0
187841,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),36.0
188182,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),36.0
188314,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),39.0
188395,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),47.0
188617,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),52.0
188933,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),41.9
189093,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),57.0
189102,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),58.0
189803,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),44.6
190006,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),32.0
190363,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),53.0
190505,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),34.333333333333336
190642,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),68.0
190705,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),64.0
190759,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),47.0
190771,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),31.0
191565,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),56.0
191960,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),61.5
192021,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),45.0
192056,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),55.0
192423,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),33.0
192790,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),52.666666666666664
192832,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),31.0
193575,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),53.0
193592,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.0
193887,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),41.0
193888,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),33.5
194140,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),55.0
194645,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),52.0
194712,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),53.0
194756,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),46.5
194795,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),31.8
194903,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),33.666666666666664
194922,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),77.0
195264,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),59.0
195489,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),42.55555555555556
195629,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),57.0
195816,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),36.0
196082,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),55.09090909090909
196342,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),30.0
196391,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),37.0
196740,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),42.0
197176,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),49.333333333333336
197232,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),42.888888888888886
197342,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),56.0
197562,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),44.0
198059,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),71.5
198146,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),42.0
198302,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),34.0
198376,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),39.0
198791,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),37.5
198803,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),45.0
199086,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),56.8
199190,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),48.333333333333336
199296,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),38.0
199315,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),56.0
199637,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),54.0
199701,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),46.0
199776,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),56.0
200300,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),54.833333333333336
200387,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),44.0
200622,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),56.0
200794,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.0
201030,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),38.0
201545,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),64.5
201818,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),27.0
201868,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),43.0
202524,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),32.5
202759,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),31.22222222222222
203189,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),55.5
203217,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),54.0
203783,Male,Black or African American (HUD),Hispanic/Latino (HUD),54.0
204290,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),78.75
204335,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),33.666666666666664
204395,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),46.0
204770,Male,White (HUD),Hispanic/Latino (HUD),44.0
205139,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),57.0
205165,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),31.0
205664,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),60.0
205865,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),48.0
206445,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),38.0
206814,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),51.0
206862,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),33.0
206895,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),27.0
207502,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),58.666666666666664
207506,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),59.5
207787,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),37.0
208057,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),51.666666666666664
208457,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),53.0
208659,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),27.0
208663,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),24.5
208782,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),59.0
209331,Male,White (HUD),Hispanic/Latino (HUD),57.0
209444,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),64.0
210475,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),68.5
210601,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),43.0
211088,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),42.333333333333336
211651,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),38.333333333333336
211950,Female,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),50.0
211998,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),38.0
212637,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),44.0
212660,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),49.0
212916,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),61.0
213032,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),59.0
213268,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),61.0
213477,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),40.0
213769,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),56.0
214022,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),55.75
214111,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),65.0
214194,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),38.0
214669,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),26.5
214680,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),48.5
215048,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),40.0
215080,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),32.0
215248,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),57.0
215484,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),38.0
215700,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.0
215739,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),61.0
215821,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),44.0
216474,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),22.333333333333332
216598,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),44.4
216784,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),57.5
216909,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),44.0
216983,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.0
217041,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),29.0
217257,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),45.8
217339,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),56.0
217579,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),63.666666666666664
217680,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),51.0
217720,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),33.0
217728,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),42.0
217775,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),27.0
217790,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),52.0
217836,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),54.5
217907,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),62.5
218041,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),37.0
218081,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),48.714285714285715
218168,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),30.0
218171,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),48.0
218215,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),46.0
218475,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),46.0
218489,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),58.0
218579,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),34.0
219320,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),43.0
219392,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),29.0
219636,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),44.0
219671,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),59.0
219979,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),40.0
220296,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),51.0
220580,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),55.333333333333336
222730,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),54.142857142857146
222747,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),44.0
223222,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),47.0
223445,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),32.0
223534,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),22.0
224194,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),25.0
224220,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),52.0
224787,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),65.2
224968,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),61.0
225552,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),51.0
226049,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),30.0
226558,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),50.0
226914,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),44.0
227088,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),54.0
227678,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),33.0
227732,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),62.5
227895,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),26.0
228375,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),60.0
228541,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),49.0
229066,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),47.333333333333336
229312,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),45.0
230111,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),44.0
230119,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),56.0
230383,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),59.0
230675,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),43.0
230912,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),46.0
231095,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),58.0
231198,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),48.4
231428,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),34.0
231530,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),40.55555555555556
231922,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.0
232698,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),41.0
232921,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),58.0
233199,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.0
233609,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),48.0
233619,Male,White (HUD),Hispanic/Latino (HUD),41.666666666666664
248566,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.0
248846,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),47.0
248984,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),60.0
248988,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),38.0
249417,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),46.0
249545,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),32.0
249912,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),60.0
249916,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),49.75
250273,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),64.0
251084,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),51.0
251086,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),33.0
251488,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),49.5
251716,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),57.0
251996,Male,White (HUD),Hispanic/Latino (HUD),36.0
252004,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),55.0
252170,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),41.333333333333336
252667,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),38.0
252732,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),34.75
252870,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),38.0
253473,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),53.0
254204,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),50.0
254217,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),33.666666666666664
254265,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),52.0
254693,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),44.0
254705,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),49.0
254842,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),21.0
255702,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),58.0
256214,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),53.333333333333336
256529,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),49.666666666666664
257407,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),25.0
257614,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),56.0
257677,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),24.1
258810,Female,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),51.375
258992,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),58.0
259367,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),39.0
260147,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),28.0
260878,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),31.5
261739,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),26.0
262238,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),19.0
263061,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),53.833333333333336
263881,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),50.0
264075,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),35.0
264105,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),49.0
264620,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),51.0
265171,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),35.25
265327,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),19.75
265379,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),33.5
265504,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),47.0
265976,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),46.0
266249,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),44.0
266721,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),54.42857142857143
267123,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),25.0
267315,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),66.0
267960,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),55.333333333333336
268404,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),46.333333333333336
270571,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),31.666666666666668
270572,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),29.0
270573,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),56.333333333333336
270976,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),49.0
271140,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),45.0
271159,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),28.88888888888889
271290,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),46.0
271342,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),29.0
271781,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.5
272179,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),54.0
272366,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),56.0
272499,Trans Female (MTF or Male to Female),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),29.0
272559,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),68.0
273104,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),65.0
273519,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),35.5
273661,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.0
273785,Female,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),61.0
274182,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),45.0
274376,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),51.5
274547,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),26.0
275228,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),29.0
275268,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),51.0
275690,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),23.0
275833,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),53.0
275835,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),49.2
275918,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.0
276064,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),44.0
276067,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),18.0
276087,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),56.0
276269,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),54.666666666666664
276625,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),25.0
277444,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),64.0
277586,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),52.0
278004,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),43.0
278464,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),54.0
278640,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),28.0
279075,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),51.0
279539,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),46.0
279552,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),46.0
279736,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),33.0
280121,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),53.333333333333336
280135,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),41.0
280218,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),44.375
280617,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.0
281041,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),48.6
281119,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),36.0
281380,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),64.0
281691,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),29.0
281794,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),44.5
282698,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),46.0
283791,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),29.0
284153,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),26.0
284328,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),60.0
284759,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),40.5
284920,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),38.0
285041,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),23.0
285066,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.333333333333336
285164,Male,Black or African American (HUD),Hispanic/Latino (HUD),60.0
285483,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),29.2
285806,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),23.0
286184,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),57.0
286400,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),22.25
286837,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),49.0
287048,Male,White (HUD),Hispanic/Latino (HUD),37.8125
287255,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),37.0
287330,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),52.0
287399,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),42.833333333333336
287476,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),24.0
287618,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),47.0
288078,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),36.0
288272,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),49.166666666666664
288686,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),30.0
288926,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),29.0
289294,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),29.25
289580,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),20.0
289783,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),50.0
290184,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),29.0
290465,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),56.0
290964,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),22.0
290980,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),58.0
291236,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),35.0
291392,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),56.5
292185,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),23.272727272727273
292545,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),23.0
293203,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),59.0
293739,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),58.0
294203,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),47.666666666666664
294505,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),47.0
294561,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),34.0
